"Species","pa","lon","lat","thetao","mltost","chl","uv","wz","slope","depth","dist2000","month"
"Rhincodon_typus",1,146.028874276624,-16.293100917989,26.4515823796391,33.4177694767714,-1.74034972606596,0.0299330419600721,-9.33393389382011e-05,10.3641395568848,-116.274200439453,62.6161693376238,"11"
"Rhincodon_typus",1,146.351085327794,-16.692907413675,26.7797173932195,17.0903661251068,-2.45485405993084,0.611971226444248,9.7381812780309e-05,2.48480820655823,-301.465148925781,100.597157779522,"11"
"Rhincodon_typus",1,146.537187818962,-16.975326666147,26.6588640958071,15.7170331329107,-1.95929259193239,0.521366553785781,-5.62749363445236e-05,9.29224967956543,-214.577331542969,132.57642191065,"11"
"Rhincodon_typus",1,143.361299416287,-12.1975666420573,28.0702841207385,12.8177745938301,-0.811287811156884,0.116516775451772,-3.56279890176518e-07,0.224643260240555,-34.560230255127,66.3954747043129,"11"
"Rhincodon_typus",1,143.888952718999,-12.1691483079708,27.0997955203056,26.8562896251678,-0.722109682042702,0.175413213830577,-1.31006510001236e-05,3.38936424255371,-713.6484375,9.7910177307477,"11"
"Rhincodon_typus",1,143.788411258039,-12.1454921382858,27.7758415415883,7.17185007035732,-1.14103895728565,0.117359442938003,-8.29970383900528e-06,1.5337678194046,-31.1931228637695,19.9764363987997,"11"
"Rhincodon_typus",1,143.786146783189,-12.4705279964396,30.1636097207665,15.1066629141569,-0.559716614274865,0.130363698861361,2.86190257369844e-05,12.4277296066284,-283.808349609375,16.3625063931864,"1"
"Rhincodon_typus",1,152.603300271368,-13.3697413709287,29.8354747071862,14.0385150313377,-2.77795871139967,0.29923083366447,-2.31030857346887e-05,0.0492606349289417,-4624,176.236230108911,"2"
"Rhincodon_typus",1,152.681206545044,-13.5547273145804,29.8288827091455,14.9540703594685,-2.84973853956627,0.174208035225878,-4.1574021520917e-05,0.209464713931084,-4637,192.345380416976,"2"
"Rhincodon_typus",1,152.542338197627,-13.7820498322315,29.8420667052269,15.5644405782223,-2.65291411532336,0.214767058084225,9.02667863462063e-06,0.534441709518433,-4665,208.880588685695,"2"
"Rhincodon_typus",1,152.305582339955,-13.854787477547,29.8508560359478,17.2429586797953,-2.83609367684089,0.233583655281281,-1.16325707192045e-05,0.603019535541534,-4634,196.78750796324,"2"
"Rhincodon_typus",1,143.7742,-12.2077999999999,27.5568407177925,7.17185007035732,-1.55850190367747,0.1947578319623,-9.6664764740806e-06,0.663910984992981,-31.2752475738525,23.1341818678629,"11"
"Rhincodon_typus",1,143.789816866173,-12.0803958863098,27.3524887785316,7.01925751566887,-1.13213901588161,0.187795741496883,-3.07765368986528e-05,1.59490823745728,-39.2413330078125,20.8376098571192,"11"
"Rhincodon_typus",1,143.808600876297,-11.8568846713368,27.4484389722347,7.01925751566887,-0.978675316769407,0.197334673852012,-6.00684747990971e-06,0.898759424686432,-44.0866851806641,32.0858169085404,"11"
"Rhincodon_typus",1,143.865376629324,-11.9377014855779,27.3436994478106,7.01925751566887,-1.34780835247388,0.196724877974809,-3.66866588592529e-05,11.8719024658203,-10.0871028900146,23.0563673423318,"11"
"Rhincodon_typus",1,143.725774933953,-11.9390011912899,28.3368938192725,10.3762937188148,-1.20889888341614,0.106547630011695,2.19004888535341e-05,0.582524478435516,-27.6617660522461,34.4361231666561,"12"
"Rhincodon_typus",1,143.916245175814,-12.0182655186378,28.6906643807888,7.01925751566887,-0.737605039078939,0.154409181943889,2.39547808885845e-05,5.67655229568481,-35.545726776123,14.1838451731595,"12"
"Rhincodon_typus",1,143.90546217363,-11.6517935162187,29.1044953688979,28.8399928361177,-1.32555115412879,0.0257587790476484,-1.6039015033316e-05,4.89571952819824,-159.718109130859,37.4156037740579,"12"
"Rhincodon_typus",1,143.86844665272,-11.7355305598744,28.8056581243873,18.158514007926,-1.29591280157811,0.0887810663727425,-1.01744585853671e-06,1.0462749004364,-39.3234558105469,33.0243095694687,"12"
"Rhincodon_typus",1,151.688103531212,-12.8127192854089,29.6684774234891,28.2296226173639,-2.65799274720865,0.0957483884779959,1.65122930507335e-05,1.2269321680069,-4635,162.354177702187,"1"
"Rhincodon_typus",1,151.855164340606,-12.781405862949,29.6765343099833,29.7555481642485,-2.87669557146645,0.144868763789838,-1.77872662501805e-05,0.453299939632416,-4538,151.130359425384,"1"
"Rhincodon_typus",1,152.28388798287,-12.785414247663,29.8889431357384,17.5481437891722,-3.0403799906912,0.134094038127414,1.88748272768479e-05,0.223377421498299,-4533,132.955410164448,"1"
"Rhincodon_typus",1,152.373310058979,-12.7293988383238,29.9189733490348,26.245919406414,-2.94589520812443,0.173663995230272,-3.90817186526922e-06,0.671236395835876,-4555,123.578468655786,"1"
"Rhincodon_typus",1,152.549687275506,-12.9009467928555,29.9314249008894,23.8044385313988,-2.85205632109105,0.142273873873155,1.41194872723741e-06,0.0985019281506538,-4617,132.299263751665,"1"
"Rhincodon_typus",1,152.537062574161,-12.6929074505319,29.9402142316103,27.3140672892332,-2.98248827987582,0.0642253312208809,2.90315630823706e-05,1.02864480018616,-4453,112.789903898896,"1"
"Rhincodon_typus",1,153.151576836147,-13.0954512302574,30.1247901767492,24.1096236407757,-2.98352773604478,0.0200216308500405,9.19235746526905e-06,1.23650443553925,-4843,128.098429189234,"1"
"Rhincodon_typus",1,154.400714631674,-14.4369052125883,29.2246162220836,23.3466608673334,-2.66914337228073,0.158326073911786,1.37884140781951e-05,0.243618100881577,-4543,123.547831876415,"2"
